#Samples have International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Locality,Country,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type,Physiographic_Feature_Name,State_or_Province
RC2_0200,10.58052/IEPRS00LE,10.58052/IEPRS0094,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-03-24,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0201,10.58052/IEPRS00LF,10.58052/IEPRS0093,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-03-24,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0202,10.58052/IEPRS00LG,10.58052/IEPRS0096,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-03-24,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0203,10.58052/IEPRS00LH,10.58052/IEPRS0090,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-03-24,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0204,10.58052/IEPRS00LI,10.58052/IEPRS008Z,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-03-24,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0205,10.58052/IEPRS00LJ,10.58052/IEPRS0092,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson, 2022-03-24,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0206,10.58052/IEPRS00LK,10.58052/IEPRS0094,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson; Erica_Bakker, 2022-04-07,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0207,10.58052/IEPRS00LL,10.58052/IEPRS0093,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson; Erica_Bakker, 2022-04-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0208,10.58052/IEPRS00LM,10.58052/IEPRS0096,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson; Erica_Bakker, 2022-04-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0209,10.58052/IEPRS00LN,10.58052/IEPRS0090,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson; Erica_Bakker, 2022-04-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0210,10.58052/IEPRS00LO,10.58052/IEPRS008Z,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson; Erica_Bakker, 2022-04-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0211,10.58052/IEPRS00LP,10.58052/IEPRS0092,Liquid>aqueous,Surface water,Grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Sophia_McKever; Josh_Torgeson; Erica_Bakker, 2022-04-07,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0001_RNA,10.58052/IEPRS00HO,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-04-20,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0002_RNA,10.58052/IEPRS00HP,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-04-20,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0003_RNA,10.58052/IEPRS00HQ,10.58052/IEPRS0095,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.7241,-120.7,stream,T41,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-04-20,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0004_RNA,10.58052/IEPRS00HR,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-04-21,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0005_RNA,10.58052/IEPRS00HS,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-04-21,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0006_RNA,10.58052/IEPRS00HT,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-04-21,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0007_RNA,10.58052/IEPRS00HI,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-04-28,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0008_RNA,10.58052/IEPRS00HJ,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-04-28,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0009_RNA,10.58052/IEPRS00HK,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-04-28,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0010_RNA,10.58052/IEPRS00HL,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-04-28,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0011_RNA,10.58052/IEPRS00HM,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-04-28,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0012_RNA,10.58052/IEPRS00HN,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-04-28,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0013_RNA,10.58052/IEPRS00HC,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Aaron_Pelly, 2021-05-06,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0014_RNA,10.58052/IEPRS00HD,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Aaron_Pelly, 2021-05-06,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0015_RNA,10.58052/IEPRS00HE,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Aaron_Pelly, 2021-05-06,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0016_RNA,10.58052/IEPRS00HF,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Aaron_Pelly, 2021-05-06,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0017_RNA,10.58052/IEPRS00HG,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Aaron_Pelly, 2021-05-06,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0018_RNA,10.58052/IEPRS00HH,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Lupita_Renteria; Aaron_Pelly, 2021-05-06,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0019_RNA,10.58052/IEPRS00H6,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-13,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0020_RNA,10.58052/IEPRS00H7,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0021_RNA,10.58052/IEPRS00H8,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0022_RNA,10.58052/IEPRS00H9,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0023_RNA,10.58052/IEPRS00HA,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0024_RNA,10.58052/IEPRS00HB,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-13,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0025_RNA,10.58052/IEPRS00H0,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-20,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0026_RNA,10.58052/IEPRS00H1,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-20,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0027_RNA,10.58052/IEPRS00H2,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-20,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0028_RNA,10.58052/IEPRS00H3,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-20,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0029_RNA,10.58052/IEPRS00H4,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-20,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0030_RNA,10.58052/IEPRS00H5,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-20,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0031_RNA,10.58052/IEPRS00GU,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-27,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0032_RNA,10.58052/IEPRS00GV,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-27,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0033_RNA,10.58052/IEPRS00GW,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-27,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0034_RNA,10.58052/IEPRS00GX,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-27,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0035_RNA,10.58052/IEPRS00GY,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-27,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0036_RNA,10.58052/IEPRS00GZ,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-05-27,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0037_RNA,10.58052/IEPRS00GO,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-03,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0038_RNA,10.58052/IEPRS00GP,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-03,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0039_RNA,10.58052/IEPRS00GQ,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-03,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0040_RNA,10.58052/IEPRS00GR,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-03,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0041_RNA,10.58052/IEPRS00GS,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-03,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0042_RNA,10.58052/IEPRS00GT,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-03,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0043_RNA,10.58052/IEPRS00GJ,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Aaron_Pelly, 2021-06-10,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0044_RNA,10.58052/IEPRS00GK,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Aaron_Pelly, 2021-06-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0045_RNA,10.58052/IEPRS00GL,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Aaron_Pelly, 2021-06-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0046_RNA,10.58052/IEPRS00GM,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Aaron_Pelly, 2021-06-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0048_RNA,10.58052/IEPRS00GN,10.58052/IEPRS0092,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2553,-119.474,stream,T07,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Aaron_Pelly, 2021-06-10,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0049_RNA,10.58052/IEPRS00HU,10.58052/IEPRS008Z,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.2321,-120,stream,T02,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-17,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
RC2_0050_RNA,10.58052/IEPRS00HV,10.58052/IEPRS0094,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.9778,-121.17,stream,T06,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-17,https://www.pnnl.gov/projects/river-corridor,regular URL,American River,Washington
RC2_0051_RNA,10.58052/IEPRS00HW,10.58052/IEPRS0093,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.989,-121.099,stream,T05P,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-17,https://www.pnnl.gov/projects/river-corridor,regular URL,Little Naches River,Washington
RC2_0052_RNA,10.58052/IEPRS00HX,10.58052/IEPRS0096,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.729,-120.714,stream,T42,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-17,https://www.pnnl.gov/projects/river-corridor,regular URL,Naches River,Washington
RC2_0053_RNA,10.58052/IEPRS00HY,10.58052/IEPRS0090,Other,Filter,Grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",RC2 Temporal Study,46.5308,-120.47,stream,T03,United States,US Department of Energy River Corridor Science Focus Area,Stephanie_Fulton; Lupita_Renteria, 2021-06-17,https://www.pnnl.gov/projects/river-corridor,regular URL,Yakima River,Washington
